company,company_formal,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,industry,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44
Raymond,RAYMOND LTD.,4.1,1.9k,3.9,4.0,3.7,3.8,3.9,3.8,3.3,195517,RAYMOND,20101010501,Raymond Group (Vijaypat Singhania),1,9.4e+19,Diversified,110000000000000,Diversified,340000000000,34,Diversified,1925,Diversified / Miscellaneous,195517,20240331,12,INDAS,68770.8,65969.7,797.1,64301.2,6762.1,6180.3,301.0,5266.7,87818.2,8473.0,544.0,14.0,RAYMOND LTD.,87818.2,1900.0,Matched (3)
Redington,REDINGTON LTD.,4.0,620,4.1,3.9,3.5,3.7,3.9,3.9,3.3,195939,REDINGTON (INDIA),20202000000,Private (Foreign),1,8.0040416201212e+19,Wholesale trade in computer systems and peripherals,101040401000000,Wholesale trading,460501010000,46511,Wholesale of computers and computer peripheral equipment,1961,Retail & Wholesale,195939,20240331,12,INDAS,417569.3,412286.6,-242.8,406514.1,2545.7,2350.9,194.8,10812.4,108345.2,1817.0,,,REDINGTON LTD.,108345.2,620.0,Matched (3)
Refex Industries,REFEX INDUSTRIES LTD.,3.8,81,3.4,3.7,3.8,3.5,3.8,3.4,3.3,340220,.,20101036935,Refex Group,1,8.00408131204e+19,"Retail trade in coal,lignite and peat",101040405000000,Retail trading,470000000000,47,"Retail trade, except of motor vehicles and motorcycles",2002,Retail & Wholesale,340220,20240331,12,INDAS,13898.9,13710.6,,12889.4,179.1,151.8,22.1,1009.5,7654.0,234.0,34.0,0.0,REFEX INDUSTRIES LTD.,7654.0,81.0,Matched (3)
Relaxo Footwears,RELAXO FOOTWEARS LTD.,4.1,1.3k,4.1,3.9,3.9,3.8,3.9,3.8,3.4,196452,RELAXO FOOTWEARS,20101036936,Relaxo Group,1,4.02012e+19,Slippers & chappals,101012505010000,Footwear,150201090000,15209,Manufacture of other footwear n.e.c.,1984,Consumer Goods & Durables,196452,20240331,12,INDAS,31442.9,31121.2,221.4,29659.6,3891.0,3576.2,203.3,2004.7,27843.9,23697.0,3478.0,22.0,RELAXO FOOTWEARS LTD.,27843.9,1300.0,Matched (3)
Reliance Capital,RELIANCE CAPITAL LTD.,3.7,412,3.5,3.7,3.5,3.5,3.7,3.5,3.2,196588,RELIANCE CAPITAL,20101010302,Reliance Group [Anil Ambani],2,8.50416e+19,Securities investment services,102040000000000,Other fund based financial services,640301010000,64300,"Trusts, funds and other financial vehicles",1986,Financial Services,196588,20240331,12,FS_INDAS,4389.2,,,6716.5,35.3,31.5,1.4,-2327.3,204991.2,,,,RELIANCE CAPITAL LTD.,204991.2,412.0,Matched (3)
Reliance Industries,RELIANCE INDUSTRIES LTD.,4.0,17.4k,4.1,3.9,3.7,3.8,3.8,4.0,3.3,196667,RIL,20101010301,Reliance Group [Mukesh Ambani],1,6.036e+19,Petroleum products,101012050010000,Refinery,190201090000,19209,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)",1973,Energy & Utilities,196667,20240331,12,INDAS,5870840.0,5749560.0,-27000.0,5423420.0,78070.0,66930.0,10150.0,420420.0,9601370.0,29467.0,2298.0,46.0,RELIANCE INDUSTRIES LTD.,9601370.0,17400.0,Matched (3)
Reliance Infrastructure,RELIANCE INFRASTRUCTURE LTD.,4.1,409,3.7,4.1,3.8,3.8,3.9,3.8,3.5,27747,,20101010302,Reliance Group [Anil Ambani],1,7.4060612e+19,Construction of other industrial plants,101060201000000,Industrial construction,420201090000,42209,Construction of utility projects n.e.c.,1929,Construction & Real Estate,27747,20240331,12,INDAS,7557.2,4246.6,,26859.7,745.9,688.7,47.6,-19302.5,210837.3,20092.0,1138.0,58.0,RELIANCE INFRASTRUCTURE LTD.,210837.3,409.0,Matched (3)
Reliance Power,RELIANCE POWER LTD.,4.1,818,4.1,4.0,3.6,3.9,3.8,3.8,3.7,196608,,20101010302,Reliance Group [Anil Ambani],1,9.4e+19,Diversified,110000000000000,Diversified,340000000000,34,Diversified,1995,Diversified / Miscellaneous,196608,20240331,12,INDAS,3363.5,580.0,,2874.0,24.0,22.5,,489.5,151740.8,7574.0,42.0,,RELIANCE POWER LTD.,151740.8,818.0,Matched (3)
Repco Home Finance,REPCO HOME FINANCE LTD.,3.6,326,3.8,3.6,3.5,3.4,3.2,3.4,3.0,197110,REPCO HOME FINANCE,20101036940,Repco Group,2,8.504080408e+19,Housing finance services,102030400000000,Housing finance services,640109020000,64192,Activities of specialized institutions granting credit for house purchases that also take deposits,2000,Financial Services,197110,20240331,12,FS_INDAS,15427.2,,,11480.2,1033.9,962.1,71.8,3947.0,143763.9,1201.0,306.0,1.0,REPCO HOME FINANCE LTD.,143763.9,326.0,Matched (3)
Riddhi Steel & Tube,RIDDHI STEEL & TUBE LTD.,3.8,61,3.7,3.8,3.8,3.8,3.7,3.9,3.7,328688,RIDDHI STEEL & TUBES,20102000000,Private (Indian),1,5.70408122e+19,ERW tubes & pipes,101013501200000,Steel pipes & tubes,240301010000,24311,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel",2001,Metals & Metal Products,328688,20240331,12,IGAAP,3301.9,3275.8,-26.7,3227.2,32.7,31.8,0.9,48.0,1966.1,278.0,,,RIDDHI STEEL & TUBE LTD.,1966.1,61.0,Matched (3)
Rishabh Instruments,RISHABH INSTRUMENTS LTD.,3.5,175,3.9,3.6,3.0,3.3,3.5,3.5,3.0,198290,RISHABH INSTRUMENTS,20102000000,Private (Indian),1,6.31208040416e+19,Multi meters,101014010900000,Other electronics,260501030000,26513,"Manufacture of consumption meters for electricity, water or gas, flow meters and counting meters",1982,IT Sector,198290,20240331,12,INDAS,2306.1,2182.7,51.9,2034.2,423.9,377.8,8.6,323.8,4275.4,632.0,137.0,0.0,RISHABH INSTRUMENTS LTD.,4275.4,175.0,Matched (3)
Rites,RITES LTD.,3.9,607,3.6,3.8,3.5,3.6,3.6,3.7,3.1,189557,RL,10101000000,Central Govt. - Commercial Enterprises,1,8.036e+19,Business services & consultancy,101041510000000,Business services & consultancy,700201010000,70200,Management consultancy activities,1974,Services & Consultancy,189557,20240331,12,INDAS,24428.2,23057.2,-247.8,19639.3,4933.0,4452.9,250.1,4541.1,56077.8,2728.0,228.0,34.0,RITES LTD.,56077.8,607.0,Matched (3)
Rolta India,ROLTA INDIA LTD.,2.9,223,2.5,3.0,2.9,2.9,2.8,3.0,2.7,199485,,20101020388,Rolta India Group,2,8.50416e+19,Securities investment services,102040000000000,Other fund based financial services,640301010000,64300,"Trusts, funds and other financial vehicles",1989,Financial Services,199485,20240331,12,INDAS,186.5,,,10376.0,16.2,16.1,0.1,-10189.5,17218.0,15.0,,,ROLTA INDIA LTD.,17218.0,223.0,Matched (3)
Roto Pumps,ROTO PUMPS LTD.,4.0,142,3.8,3.9,3.9,3.8,3.8,3.7,3.6,200048,ROTO PUMPS,20101036949,RPL Group,1,6.6200472e+19,Rotor pumps,101014502059000,Other automobile ancillaries,280102010000,28120,Manufacture of fluid power equipment,1975,Automobile & Ancillaries,200048,20240331,12,INDAS,2346.2,2306.7,30.7,2014.4,492.3,469.8,17.2,362.5,2877.9,525.0,3.0,,ROTO PUMPS LTD.,2877.9,142.0,Matched (3)
Royal Orchid Hotels,ROYAL ORCHID HOTELS LTD.,4.0,340,3.9,3.8,3.6,3.8,3.9,3.9,3.6,200352,ROYAL ORCHID HOTELS,20101036921,Royal Orchid Group,1,8.008e+19,"Hotels, resorts & restaurants",101040101000000,Hotels & restaurants,550101010000,55101,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats",1986,Services & Consultancy,200352,20240331,12,INDAS,1983.0,1919.4,,1736.8,373.9,339.5,31.3,246.2,4511.8,1098.0,,,ROYAL ORCHID HOTELS LTD.,4511.8,340.0,Matched (3)
Ruchira Papers,RUCHIRA PAPERS LTD.,4.3,73,4.2,4.2,4.2,4.0,4.0,4.0,4.0,200693,RUCHIRA PAPERS,20101036950,Ruchira Papers Group,1,4.6121206e+19,"Writing, printing paper",101015001050000,Paper & newsprint,170109030000,17093,"Manufacture of printing, writing and photocopying paper ready for use",1980,Diversified / Miscellaneous,200693,20240331,12,INDAS,6638.2,6612.7,2.1,6148.4,428.5,410.3,5.5,491.9,5401.5,1017.0,,,RUCHIRA PAPERS LTD.,5401.5,73.0,Matched (3)
Rudrabhishek Enterprises,RUDRABHISHEK ENTERPRISES LTD.,3.5,186,3.4,3.7,3.1,3.3,3.3,3.2,3.1,200740,,20102000000,Private (Indian),1,8.03632e+19,Management consultancy services,101041510000000,Business services & consultancy,700201010000,70200,Management consultancy activities,1992,Services & Consultancy,200740,20240331,12,INDAS,965.3,919.8,,834.1,214.9,182.0,26.1,131.2,1701.6,240.0,,,RUDRABHISHEK ENTERPRISES LTD.,1701.6,186.0,Matched (3)
Rungta Irrigation,RUNGTA IRRIGATION LTD.,3.4,57,3.0,3.3,2.9,3.0,2.9,2.9,2.7,200945,RUNGTA IRRIGATION,20102000000,Private (Indian),1,5.0560812e+19,"Tubes, pipes & hoses & fittings of plastics",101012045010000,"Plastic tubes, pipes, fittings & sheets",220201090000,22209,Manufacture of other plastics products n.e.c.,1986,Plastics & Packaging,200945,20240331,12,INDAS,1526.3,1487.7,4.7,1474.5,101.6,86.2,15.4,56.5,1157.9,180.0,,,RUNGTA IRRIGATION LTD.,1157.9,57.0,Matched (3)
Rushil Decor,RUSHIL DECOR LTD.,4.2,284,4.1,4.2,3.9,4.0,3.9,3.8,3.6,201184,RUSHIL DECOR,20101036952,Rushil Decor Group,1,4.3083204e+19,Fibre board,101013035000000,Wood & wood products,160201010000,16211,Manufacture of ply wood and veneer sheets,1993,Consumer Goods & Durables,201184,20240331,12,INDAS,8468.4,8441.3,-34.1,8003.2,785.4,785.4,,431.1,11005.2,1971.0,42.0,0.0,RUSHIL DECOR LTD.,11005.2,284.0,Matched (3)
S H Kelkar & Co.,S H KELKAR & CO. LTD.,3.9,86,4.0,3.9,3.5,3.4,3.6,3.5,2.9,202623,S H KELKAR & CO.,20101034533,Keva Group,1,5.02803041212e+19,Perfumes,101012501000000,Personal & home care products,200203040000,20234,Manufacture of perfumes and cologne de-eau,1955,Consumer Goods & Durables,202623,20240331,12,INDAS,9795.4,9566.3,37.6,8889.7,939.0,869.5,41.1,943.3,13557.0,603.0,135.0,2.0,S H KELKAR & CO. LTD.,13557.0,86.0,Matched (3)
Sadbhav Engineering,SADBHAV ENGINEERING LTD.,4.4,475,4.2,4.3,4.2,4.2,4.2,4.3,4.0,206660,SADBHAV ENGG.,20101037212,Sadbhav Group,1,7.4061206e+19,"Construction of roads, bridges, tunnels etc.",101060203000000,Infrastructural construction,420101010000,42101,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways",1988,Construction & Real Estate,206660,20240331,12,INDAS,10774.9,10134.4,,13421.6,300.1,288.4,11.5,-2646.7,28655.5,217.0,,,SADBHAV ENGINEERING LTD.,28655.5,475.0,Matched (3)
Sagar Cements,SAGAR CEMENTS LTD.,4.4,322,4.3,4.2,3.9,4.1,4.1,4.0,3.7,207006,,20101020363,Priyadarshini Group,1,5.4060612e+19,Cement,101013001000000,Cement,230904010000,23941,Manufacture of clinkers and cement,1981,Diversified / Miscellaneous,207006,20240331,12,INDAS,19614.6,19073.0,435.7,19738.6,889.5,814.4,74.8,311.7,31038.1,3391.0,112.0,0.0,SAGAR CEMENTS LTD.,31038.1,322.0,Matched (3)
Sahyadri Industries,SAHYADRI INDUSTRIES LTD.,3.4,173,3.0,3.1,3.2,3.1,3.1,3.3,2.8,158596,SAHYADRI INDS.,20101036323,Patel Group,1,5.4061806e+19,Corrugated asbestos sheets,101013090000000,Other construction materials,230905030000,23953,Manufacture of asbestos sheets,1994,Construction & Real Estate,158596,20240331,12,INDAS,6386.6,6342.7,45.6,6168.5,407.2,391.5,15.7,263.7,5669.2,748.0,,,SAHYADRI INDUSTRIES LTD.,5669.2,173.0,Matched (3)
Saksoft,SAKSOFT LTD.,3.5,403,3.1,3.6,3.4,3.3,3.5,3.2,2.9,208406,SAKSOFT,20101037214,Saksoft Group,1,8.03204e+19,Software services,101040801000000,Computer software,620101030000,62013,Providing software support and maintenance to the clients,1999,IT Sector,208406,20240331,12,INDAS,2352.3,2250.6,,2046.4,1532.3,1497.6,23.5,305.9,2410.2,1197.0,289.0,0.0,SAKSOFT LTD.,2410.2,403.0,Matched (3)
Sakthi Finance,SAKTHI FINANCE LTD.,4.0,112,4.2,4.2,3.6,3.9,3.8,3.8,3.2,208586,SAKTHI FINANCE,20101020409,Sakthi Group,2,8.504080404e+19,Auto financing services,102030100000000,Auto finance services,640902010000,64920,Other credit granting,1955,Financial Services,208586,20240331,12,FS_INDAS,2069.3,25.6,,1912.2,366.5,347.1,15.4,157.1,14890.2,558.0,,,SAKTHI FINANCE LTD.,14890.2,112.0,Matched (3)
Salora International,SALORA INTERNATIONAL LTD.,3.5,51,3.5,3.3,2.7,3.6,3.9,3.7,2.6,208858,,20101034225,Jiwrajka Group,1,8.0040416201204e+19,Wholesale trade in consumer electronics,101040401000000,Wholesale trading,460502020000,46522,"Wholesale of radio, television and other consumer electronics including CD/ DVD players and recorders",1968,Retail & Wholesale,208858,20240331,12,INDAS,1597.9,1581.3,-44.9,1573.9,31.2,30.0,0.8,-20.9,1048.5,33.0,,,SALORA INTERNATIONAL LTD.,1048.5,51.0,Matched (3)
Salzer Electronics,SALZER ELECTRONICS LTD.,3.8,142,3.6,3.6,3.1,3.5,3.4,3.5,3.0,208942,,20101037272,Salzer Group,1,6.312241612e+19,Switches,101014010900000,Other electronics,270303010000,27331,"Manufacture of switch, switch box, lamp holders, lugs etc.",1985,IT Sector,208942,20240331,12,INDAS,11387.8,11359.0,72.7,11028.6,422.9,388.5,33.6,431.9,9790.9,749.0,,,SALZER ELECTRONICS LTD.,9790.9,142.0,Matched (3)
Sam Industries,SAM INDUSTRIES LTD.,3.9,56,3.2,3.7,3.0,3.5,3.0,3.3,3.1,208979,,20102000000,Private (Indian),2,8.50416e+19,Securities investment services,102040000000000,Other fund based financial services,640301010000,64300,"Trusts, funds and other financial vehicles",1994,Financial Services,208979,20240331,12,INDAS,207.0,96.2,-34.1,65.7,21.8,21.5,0.3,107.2,1012.7,10.0,,,SAM INDUSTRIES LTD.,1012.7,56.0,Matched (3)
Samkrg Pistons & Rings,SAMKRG PISTONS & RINGS LTD.,4.0,65,3.3,3.7,3.4,3.7,3.6,3.8,3.1,209427,,20102000000,Private (Indian),1,6.6200403e+19,Pistons,101014502059000,Other automobile ancillaries,280101000000,2811,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",1985,Automobile & Ancillaries,209427,20240331,12,INDAS,3041.2,3032.4,-20.3,2894.8,541.4,512.7,28.7,126.1,2619.8,1474.0,,,SAMKRG PISTONS & RINGS LTD.,2619.8,65.0,Matched (3)
Sandhar Technologies,SANDHAR TECHNOLOGIES LTD.,3.9,828,3.7,3.6,3.5,3.5,3.5,3.6,3.2,210290,SANDHAR TECHNOLOGIES,20101037274,Sandhar Group,1,6.62028e+19,"Automobile ancillaries, nec",101014502059000,Other automobile ancillaries,290201090000,29209,Manufacture of other attachments to motor vehicles n.e.c.,1987,Automobile & Ancillaries,210290,20240331,12,INDAS,27274.6,27156.5,1.6,26153.7,3217.8,3030.8,136.2,1122.5,16527.5,1662.0,93.0,0.0,SANDHAR TECHNOLOGIES LTD.,16527.5,828.0,Matched (3)
Sandur Manganese & Iron Ores,SANDUR MANGANESE & IRON ORES LTD.,4.0,52,4.0,3.9,3.5,3.6,4.1,3.5,3.2,210403,,20101037219,Sandur Manganese Group,1,2.70804e+19,Iron ores & concentrates,101020300000000,Minerals,70101010000,7100,Mining of iron ores,1954,Diversified / Miscellaneous,210403,20240331,12,INDAS,13729.9,12739.5,1045.3,12395.1,1800.3,1476.2,324.1,2380.1,34564.5,2541.0,189.0,9.0,SANDUR MANGANESE & IRON ORES LTD.,34564.5,52.0,Matched (3)
Sanghi Industries,SANGHI INDUSTRIES LTD.,3.8,597,3.5,3.6,3.3,3.6,3.4,3.6,3.1,210623,SANGHI INDS.,20101015100,Adani Group,1,5.4060612e+19,Cement,101013001000000,Cement,230904010000,23941,Manufacture of clinkers and cement,1985,Diversified / Miscellaneous,210623,20240331,12,INDAS,10697.8,8365.9,-924.4,14261.3,649.0,612.2,25.5,-4487.9,36299.4,1273.0,150.0,2.0,SANGHI INDUSTRIES LTD.,36299.4,597.0,Matched (3)
Sanghvi Movers,SANGHVI MOVERS LTD.,3.9,128,3.5,3.6,3.6,3.6,3.7,3.8,3.5,210683,,20101037275,Sanghvi Movers,1,8.03672e+19,Renting services,101041510000000,Business services & consultancy,770000000000,77,Rental and leasing activities,1989,Services & Consultancy,210683,20240331,12,INDAS,6467.1,6185.3,,4587.7,408.9,404.0,4.9,1879.4,15038.5,2020.0,16.0,0.0,SANGHVI MOVERS LTD.,15038.5,128.0,Matched (3)
Sansera Engineering,SANSERA ENGINEERING LTD.,4.1,1.2k,3.9,3.8,3.5,3.8,3.9,4.1,3.4,211665,SANSERA ENGG.,20101037277,Sansera Group,1,6.62028e+19,"Automobile ancillaries, nec",101014502059000,Other automobile ancillaries,290201090000,29209,Manufacture of other attachments to motor vehicles n.e.c.,1981,Automobile & Ancillaries,211665,20240331,12,INDAS,25555.9,25423.1,278.2,23934.5,3235.7,2745.8,425.4,1899.6,29176.7,10155.0,282.0,8.0,SANSERA ENGINEERING LTD.,29176.7,1200.0,Matched (3)
Saregama India,SAREGAMA INDIA LTD.,4.0,264,3.4,3.7,3.7,3.6,3.7,3.5,3.2,212914,SAREGAMA,20101010600,RPG Group,1,8e+19,Non-financial services,101043500000000,Diversified non-financial services,460901090000,46909,Other non-specialised wholesale trade n.e.c.,1946,Diversified / Miscellaneous,212914,20240331,12,INDAS,8171.9,7216.6,619.4,6761.4,824.2,716.6,29.8,2029.9,18688.6,454.0,111.0,,SAREGAMA INDIA LTD.,18688.6,264.0,Matched (3)
Sasken Technologies,SASKEN TECHNOLOGIES LTD.,3.9,526,3.5,3.9,3.5,3.6,3.9,3.6,3.4,213607,,20101037281,Sasken Group,1,8.03204e+19,Software services,101040801000000,Computer software,620101030000,62013,Providing software support and maintenance to the clients,1989,IT Sector,213607,20240331,12,INDAS,4193.7,3346.2,,3352.1,2664.3,2511.3,49.6,841.6,8896.0,1526.0,461.0,8.0,SASKEN TECHNOLOGIES LTD.,8896.0,526.0,Matched (3)
Satin Creditcare Network,SATIN CREDITCARE NETWORK LTD.,4.0,1.3k,3.8,3.8,3.8,3.6,3.8,3.7,3.6,213862,,20101037284,Satin CreditCare Network Group,2,8.50408e+19,Non-banking financial services,102040000000000,Other fund based financial services,640909010000,64990,"Other financial service activities, except insurance and pension funding activities, n.e.c.",1990,Financial Services,213862,20240331,12,FS_INDAS,20665.2,12.9,,16436.8,3657.0,3619.4,37.6,4228.4,103262.6,11636.0,400.0,5.0,SATIN CREDITCARE NETWORK LTD.,103262.6,1300.0,Matched (3)
Savita Oil Technologies,SAVITA OIL TECHNOLOGIES LTD.,4.2,177,4.3,4.2,3.6,3.9,4.1,3.8,3.3,214826,,20101037285,Savita Oil Technologies Group,1,6.036181206e+19,Transformer oil,101012050050000,"Lubricants, etc.",190201010000,19201,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals",1961,Energy & Utilities,214826,20240331,12,INDAS,38151.6,37408.5,143.5,36252.2,849.2,810.0,31.9,2042.9,25261.2,981.0,49.0,0.0,SAVITA OIL TECHNOLOGIES LTD.,25261.2,177.0,Matched (3)
Sayaji Hotels,SAYAJI HOTELS LTD.,4.1,429,4.0,4.0,3.9,3.9,4.0,4.0,3.8,215080,SAYAJI HOTELS,20101037227,Sayaji Hotels Group,1,8.008e+19,"Hotels, resorts & restaurants",101040101000000,Hotels & restaurants,550101010000,55101,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats",1982,Services & Consultancy,215080,20240331,12,INDAS,1167.1,1117.6,,985.0,261.7,248.2,10.2,182.1,1169.8,647.0,,,SAYAJI HOTELS LTD.,1169.8,429.0,Matched (3)
Sayaji Industries,SAYAJI INDUSTRIES LTD.,3.8,79,3.6,3.8,3.5,3.6,3.7,3.6,3.2,215081,,20102000000,Private (Indian),1,3.348e+19,Starches,101011101701500,Starches,100602010000,10621,"Manufacture of starches from rice, potatoes, maize etc.",1941,Diversified / Miscellaneous,215081,20240331,12,INDAS,9438.5,9367.8,88.6,9640.3,646.5,619.7,26.8,-113.2,5463.8,729.0,,,SAYAJI INDUSTRIES LTD.,5463.8,79.0,Matched (3)
Semac Consultants,SEMAC CONSULTANTS LTD.,4.0,146,3.5,3.9,3.9,3.8,3.8,3.7,3.6,197392,REVATHI EQUIPMENT,20101036101,O C L Group,1,7.40612e+19,Infrastructure construction,101060203000000,Infrastructural construction,420901090000,42909,Other civil engineering projects n.e.c.,1977,Construction & Real Estate,197392,20240331,12,INDAS,1110.6,1058.9,,1442.2,146.2,144.9,1.3,-331.6,1880.5,105.0,,,SEMAC CONSULTANTS LTD.,1880.5,146.0,Matched (3)
Senco Gold,SENCO GOLD LTD.,4.4,1.8k,4.5,4.2,4.2,4.2,4.4,4.5,4.1,216621,SENCO GOLD,20102000000,Private (Indian),1,7.040040408e+19,Jewellery of gold,101012520000000,Gems & jewellery,320101010000,32111,"Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials",1994,Consumer Goods & Durables,216621,20240331,12,INDAS,54440.4,54012.7,4565.8,57118.7,1084.0,1024.9,52.9,1887.5,41800.7,2465.0,894.0,20.0,SENCO GOLD LTD.,41800.7,1800.0,Matched (3)
Sequent Scientific,SEQUENT SCIENTIFIC LTD.,3.7,162,3.3,3.6,3.5,3.4,3.5,3.5,3.3,269225,,20101032038,Carlyle Group,1,5.012e+19,"Drugs, medicines & allied products",101012030000000,Drugs & pharmaceuticals,210101000000,2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",1985,Healthcare & Pharmaceuticals,269225,20240331,12,INDAS,2145.0,1695.6,-53.5,2085.3,300.4,217.8,6.9,6.2,12212.1,350.0,,,SEQUENT SCIENTIFIC LTD.,12212.1,162.0,Matched (3)
Seshasayee Paper & Boards,SESHASAYEE PAPER & BOARDS LTD.,4.3,84,4.3,4.3,3.8,4.2,4.0,3.9,3.5,216993,SESHASAYEE PAPER,20101032620,Esvin Group,1,4.6121236e+19,"Paper & paperboard, corrugated, crepped, embossed, etc",101015001050000,Paper & newsprint,170102010000,17021,Manufacture of corrugated paper and paperboard,1960,Diversified / Miscellaneous,216993,20240331,12,INDAS,19597.8,19066.0,952.8,17939.9,928.8,847.7,79.0,2610.7,23334.5,3040.0,169.0,9.0,SESHASAYEE PAPER & BOARDS LTD.,23334.5,84.0,Matched (3)
Shaily Engineering Plastics,SHAILY ENGINEERING PLASTICS LTD.,4.0,240,3.6,3.7,3.6,3.7,3.8,3.8,3.5,16575,,20101037289,Shaily Engineering Plastics Group,1,5.0560848e+19,Other articles of plastics,101012045400000,"Plastic furniture, floorings & miscellaneous items",220201090000,22209,Manufacture of other plastics products n.e.c.,1980,Diversified / Miscellaneous,16575,20240331,12,INDAS,6224.9,6159.9,49.4,5913.0,559.0,515.8,26.4,361.3,7663.6,3034.0,429.0,8.0,SHAILY ENGINEERING PLASTICS LTD.,7663.6,240.0,Matched (3)
Shalimar Paints,SHALIMAR PAINTS LTD.,3.5,410,3.1,3.3,3.5,3.2,3.2,3.2,3.0,218257,,20102000000,Private (Indian),1,5.0242004e+19,Decorative paints,101013030000000,Paints & varnishes,200202010000,20221,"Manufacture of paints and varnishes, enamels or lacquers",1902,Diversified / Miscellaneous,218257,20240331,12,INDAS,6348.3,6266.6,58.1,7143.9,780.5,735.2,12.9,-737.5,6621.0,1538.0,54.0,1.0,SHALIMAR PAINTS LTD.,6621.0,410.0,Matched (3)
Shankara Building Products,SHANKARA BUILDING PRODUCTS LTD.,3.5,61,3.5,3.2,3.2,3.3,3.4,3.1,2.9,218656,SHANKARA PIPES INDIA,20101037330,Sukumar Srinivas Group,1,8.004081716080404e+19,"Retail trade in iron, steel & products",101040405000000,Retail trading,470000000000,47,"Retail trade, except of motor vehicles and motorcycles",1995,Retail & Wholesale,218656,20240331,12,INDAS,48886.1,48643.2,145.8,48333.3,453.4,441.3,9.8,698.6,13188.4,881.0,151.0,1.0,SHANKARA BUILDING PRODUCTS LTD.,13188.4,61.0,Matched (3)
Shanthi Gears,SHANTHI GEARS LTD.,3.4,186,3.5,2.9,3.1,3.2,2.9,3.9,2.8,218788,,20101011900,Murugappa Group,1,6.304082e+19,Gears,101014001010000,General purpose machinery,280104010000,28140,"Manufacture of bearings, gears, gearing and driving elements",1972,Electrical Machinery & Equipment,218788,20240331,12,INDAS,5571.1,5377.9,56.3,4804.9,768.3,672.9,93.7,822.5,4818.7,1545.0,89.0,0.0,SHANTHI GEARS LTD.,4818.7,186.0,Matched (3)
Share India Securities,SHARE INDIA SECURITIES LTD.,4.0,101,3.6,3.9,3.4,3.6,3.7,3.6,3.2,71567,F M S SECURITIES,20101037293,Share India's Group,2,8.50416e+19,Securities investment services,102040000000000,Other fund based financial services,640301010000,64300,"Trusts, funds and other financial vehicles",1994,Financial Services,71567,20240331,12,FS_INDAS,11030.4,1.7,,8006.2,2511.3,2341.0,4.8,3024.2,24835.6,3718.0,623.0,22.0,SHARE INDIA SECURITIES LTD.,24835.6,101.0,Matched (3)
Sharp India,SHARP INDIA LTD.,3.5,147,3.2,3.5,3.0,3.3,3.3,3.2,2.8,114998,,20202000000,Private (Foreign),1,8e+19,Non-financial services,101043500000000,Diversified non-financial services,460901090000,46909,Other non-specialised wholesale trade n.e.c.,1985,Diversified / Miscellaneous,114998,20240331,12,INDAS,0.4,,,178.9,55.5,53.2,0.5,-178.5,58.3,108.0,,,SHARP INDIA LTD.,58.3,147.0,Matched (3)
Sheela Foam,SHEELA FOAM LTD.,4.1,419,3.9,4.0,3.7,3.8,4.0,3.6,3.2,219827,SHEELA FOAM,20101037294,Sheela Group,1,5.056129912e+19,Foam & rubber mattresses,101012055000000,Rubber products,220109090000,22199,Manufacture of other rubber products n.e.c.,1971,Plastics & Packaging,219827,20240331,12,INDAS,22699.5,21518.2,-253.8,20763.4,1658.5,1508.3,126.5,1682.3,43768.2,3240.0,214.0,1.0,SHEELA FOAM LTD.,43768.2,419.0,Matched (3)
Shilpa Medicare,SHILPA MEDICARE LTD.,3.5,748,3.0,3.4,3.2,3.3,3.0,3.3,3.2,220498,SHILPA MEDICARE,20101037298,Shilpa Group,1,9.4e+19,Diversified,110000000000000,Diversified,340000000000,34,Diversified,1987,Diversified / Miscellaneous,220498,20240331,12,INDAS,4037.2,3097.8,-26.4,3741.4,822.5,811.9,10.6,269.4,25250.0,1007.0,40.0,1.0,SHILPA MEDICARE LTD.,25250.0,748.0,Matched (3)
